0.000	 0.0000000000
0.001	 0.0000247902
0.002	 0.0000489739
0.003	 0.0000725619
0.004	 0.0000955650
0.005	 0.0001179938
0.006	 0.0001398585
0.007	 0.0001611694
0.008	 0.0001819365
0.009	 0.0002021698
0.010	 0.0002218789
0.011	 0.0002410734
0.012	 0.0002597626
0.013	 0.0002779560
0.014	 0.0002956625
0.015	 0.0003128912
0.016	 0.0003296508
0.017	 0.0003459500
0.018	 0.0003617975
0.019	 0.0003772014
0.020	 0.0003921703
0.021	 0.0004067120
0.022	 0.0004208347
0.023	 0.0004345463
0.024	 0.0004478544
0.025	 0.0004607666
0.026	 0.0004732905
0.027	 0.0004854334
0.028	 0.0004972026
0.029	 0.0005086051
0.030	 0.0005196481
0.031	 0.0005303383
0.032	 0.0005406826
0.033	 0.0005506876
0.034	 0.0005603599
0.035	 0.0005697060
0.036	 0.0005787321
0.037	 0.0005874446
0.038	 0.0005958495
0.039	 0.0006039529
0.040	 0.0006117607
0.041	 0.0006192787
0.042	 0.0006265128
0.043	 0.0006334685
0.044	 0.0006401514
0.045	 0.0006465669
0.046	 0.0006527204
0.047	 0.0006586171
0.048	 0.0006642623
0.049	 0.0006696611
0.050	 0.0006748184
0.051	 0.0006797392
0.052	 0.0006844284
0.053	 0.0006888906
0.054	 0.0006931306
0.055	 0.0006971530
0.056	 0.0007009623
0.057	 0.0007045629
0.058	 0.0007079592
0.059	 0.0007111555
0.060	 0.0007141561
0.061	 0.0007169650
0.062	 0.0007195864
0.063	 0.0007220243
0.064	 0.0007242826
0.065	 0.0007263651
0.066	 0.0007282757
0.067	 0.0007300182
0.068	 0.0007315961
0.069	 0.0007330132
0.070	 0.0007342729
0.071	 0.0007353787
0.072	 0.0007363341
0.073	 0.0007371424
0.074	 0.0007378070
0.075	 0.0007383311
0.076	 0.0007387178
0.077	 0.0007389703
0.078	 0.0007390917
0.079	 0.0007390850
0.080	 0.0007389533
0.081	 0.0007386993
0.082	 0.0007383260
0.083	 0.0007378362
0.084	 0.0007372326
0.085	 0.0007365180
0.086	 0.0007356950
0.087	 0.0007347663
0.088	 0.0007337344
0.089	 0.0007326019
0.090	 0.0007313712
0.091	 0.0007300448
0.092	 0.0007286251
0.093	 0.0007271144
0.094	 0.0007255150
0.095	 0.0007238291
0.096	 0.0007220591
0.097	 0.0007202071
0.098	 0.0007182752
0.099	 0.0007162655
0.100	 0.0007141801
0.101	 0.0007120210
0.102	 0.0007097902
0.103	 0.0007074897
0.104	 0.0007051214
0.105	 0.0007026871
0.106	 0.0007001887
0.107	 0.0006976279
0.108	 0.0006950067
0.109	 0.0006923267
0.110	 0.0006895895
0.111	 0.0006867970
0.112	 0.0006839508
0.113	 0.0006810523
0.114	 0.0006781034
0.115	 0.0006751054
0.116	 0.0006720599
0.117	 0.0006689684
0.118	 0.0006658323
0.119	 0.0006626532
0.120	 0.0006594324
0.121	 0.0006561712
0.122	 0.0006528711
0.123	 0.0006495334
0.124	 0.0006461593
0.125	 0.0006427501
0.126	 0.0006393072
0.127	 0.0006358316
0.128	 0.0006323247
0.129	 0.0006287875
0.130	 0.0006252213
0.131	 0.0006216272
0.132	 0.0006180062
0.133	 0.0006143595
0.134	 0.0006106881
0.135	 0.0006069930
0.136	 0.0006032754
0.137	 0.0005995361
0.138	 0.0005957762
0.139	 0.0005919965
0.140	 0.0005881982
0.141	 0.0005843820
0.142	 0.0005805488
0.143	 0.0005766996
0.144	 0.0005728352
0.145	 0.0005689565
0.146	 0.0005650642
0.147	 0.0005611592
0.148	 0.0005572423
0.149	 0.0005533142
0.150	 0.0005493757
0.151	 0.0005454275
0.152	 0.0005414704
0.153	 0.0005375051
0.154	 0.0005335323
0.155	 0.0005295525
0.156	 0.0005255666
0.157	 0.0005215751
0.158	 0.0005175787
0.159	 0.0005135780
0.160	 0.0005095736
